Case_ID,Date,Agent_ID,Department,Resolution_Type,AHT_Min,Resolved,AI_Conversion,Attendance_Rate,Revenue
836,2025-01-17,A1021,Premiere Pro,Remote Support,22.59,0,0,93.81231609684822,15.54
837,2025-01-14,A1018,Premiere Pro,Shared Self-Help Article,29.17,1,1,98.22241978846777,18.36
838,2025-01-26,A1025,Premiere Pro,Remote Support,16.43,0,1,94.69201419903153,13.96
839,2025-01-02,A1006,Acrobat,Shared Self-Help Article,26.34,1,1,90.69724132923677,32.77
840,2025-01-23,A1015,Premiere Pro,Shared Self-Help Article,20.35,0,0,92.84281890300531,20.04
841,2025-01-23,A1026,Premiere Pro,Shared Self-Help Article,21.17,1,1,94.40327310159537,30.0
842,2025-01-24,A1012,Photoshop,Shared Self-Help Article,24.79,0,1,99.57268467492611,21.5
843,2025-01-29,A1020,InDesign,Remote Support,15.81,0,0,90.10541743588598,39.9
844,2025-01-10,A1010,Photoshop,In Progress,23.33,0,1,99.7762246701476,21.41
845,2025-01-29,A1025,Premiere Pro,In Progress,22.25,1,1,97.37669093801242,41.79
846,2025-01-27,A1013,Acrobat,Remote Support,23.88,0,0,95.60626612114706,25.76
847,2025-01-18,A1018,Photoshop,Shared Self-Help Article,22.87,0,1,91.72297610239531,39.95
848,2025-01-20,A1028,Illustrator,Shared Self-Help Article,33.7,0,1,92.32640843804944,45.95
849,2025-01-08,A1009,Illustrator,Remote Support,18.23,1,0,98.41183072430661,25.64
850,2025-01-20,A1006,InDesign,Remote Support,18.77,1,0,90.42385360680878,29.26
851,2025-01-27,A1009,Acrobat,Remote Support,18.3,1,0,96.44656870788079,47.05
852,2025-01-03,A1003,Photoshop,Remote Support,18.64,1,0,90.33535640159565,40.72
853,2025-01-19,A1026,Illustrator,Shared Self-Help Article,18.23,1,1,94.90438069517018,35.87
854,2025-01-11,A1025,Photoshop,Remote Support,27.37,1,0,91.8517627672944,32.18
855,2025-01-30,A1016,InDesign,Remote Support,28.52,0,0,92.79381537992624,19.16
856,2025-01-30,A1006,Acrobat,In Progress,18.57,1,0,91.15456620003259,22.3
857,2025-01-28,A1016,Illustrator,Shared Self-Help Article,17.26,0,1,96.84463872196342,43.8
858,2025-01-30,A1015,Illustrator,Remote Support,23.78,1,0,90.14998777644304,13.43
859,2025-01-15,A1002,Illustrator,Remote Support,18.66,0,0,99.29206511738542,39.5
860,2025-01-14,A1002,Photoshop,In Progress,24.58,0,0,95.6678548917623,24.46
861,2025-01-21,A1023,InDesign,Remote Support,22.43,0,1,97.02896891247833,43.7
862,2025-01-20,A1009,InDesign,In Progress,13.84,1,0,93.65591470431488,41.97
863,2025-01-14,A1004,Photoshop,Remote Support,29.16,1,1,94.20650297299741,26.05
864,2025-01-30,A1002,Premiere Pro,Remote Support,30.4,0,0,96.13645020370569,39.96
865,2025-01-07,A1022,Acrobat,In Progress,18.36,0,0,94.19627222623905,15.28
866,2025-01-02,A1005,Illustrator,Remote Support,19.48,1,0,94.76072320002885,48.75
867,2025-01-08,A1006,Acrobat,In Progress,22.85,0,0,98.72620277818726,41.77
868,2025-01-29,A1028,Illustrator,Remote Support,23.09,0,1,98.82125189994497,27.22
869,2025-01-02,A1001,Acrobat,In Progress,24.71,1,0,95.59323266903753,44.18
870,2025-01-29,A1006,InDesign,Shared Self-Help Article,31.47,0,0,90.04725908013727,21.84
871,2025-01-23,A1014,Illustrator,Shared Self-Help Article,20.54,1,1,98.30754174584595,31.34
872,2025-01-13,A1006,InDesign,Shared Self-Help Article,17.43,0,0,91.07375885262942,31.53
873,2025-01-28,A1027,Acrobat,In Progress,14.52,0,0,99.30001750829558,46.3
874,2025-01-22,A1018,InDesign,Shared Self-Help Article,17.77,1,1,91.82900288970959,29.97
875,2025-01-21,A1017,Photoshop,Remote Support,21.25,1,1,96.83998961184155,45.12
876,2025-01-25,A1002,Illustrator,Shared Self-Help Article,30.39,1,1,93.08781529842501,43.03
877,2025-01-20,A1017,Acrobat,Shared Self-Help Article,18.83,0,0,96.73570527560416,42.87
878,2025-01-15,A1026,Acrobat,In Progress,22.54,1,0,95.22167236010218,47.89
879,2025-01-23,A1003,Premiere Pro,In Progress,21.34,1,0,91.36518714062795,37.79
880,2025-01-03,A1002,InDesign,Remote Support,27.36,0,0,97.53409708269488,39.97
881,2025-01-02,A1010,Photoshop,Shared Self-Help Article,34.05,1,1,99.4098177429738,21.0
882,2025-01-07,A1012,Photoshop,In Progress,18.77,1,1,98.82087576374471,25.57
883,2025-01-24,A1026,Premiere Pro,In Progress,18.97,0,1,92.4961736671563,27.12
884,2025-01-02,A1026,Premiere Pro,In Progress,26.64,0,0,98.9667221848248,10.54
885,2025-01-13,A1025,Premiere Pro,Shared Self-Help Article,24.83,1,1,92.04408795146408,40.98
886,2025-01-09,A1029,Acrobat,Remote Support,30.65,0,0,93.45917090235234,26.45
887,2025-01-25,A1027,InDesign,In Progress,24.34,0,1,91.62404435681191,38.35
888,2025-01-07,A1012,Acrobat,In Progress,19.62,1,0,92.03203228003852,16.34
889,2025-01-16,A1022,Acrobat,In Progress,24.37,1,0,98.78019700618918,30.52
890,2025-01-31,A1012,Acrobat,In Progress,26.96,1,1,91.90803852097532,18.51
891,2025-01-13,A1006,InDesign,Shared Self-Help Article,25.52,0,0,98.93367267772595,37.8
892,2025-01-16,A1006,Illustrator,In Progress,23.96,1,0,90.7564865142985,24.23
893,2025-01-07,A1008,Photoshop,Remote Support,26.75,0,0,97.612886127178,34.63
894,2025-01-03,A1020,Photoshop,In Progress,27.27,1,1,95.3708880290807,22.85
895,2025-01-17,A1016,Illustrator,Shared Self-Help Article,28.33,1,0,97.26256626021663,31.15
896,2025-01-23,A1007,Premiere Pro,Remote Support,24.66,1,0,94.42350930595451,26.92
897,2025-01-15,A1020,Premiere Pro,Remote Support,20.58,0,1,97.8811478985507,16.05
898,2025-01-18,A1019,Photoshop,Shared Self-Help Article,22.15,0,1,92.59925242413448,21.85
899,2025-01-04,A1025,Illustrator,Remote Support,27.45,1,0,98.99911722918029,21.44
900,2025-01-12,A1005,InDesign,In Progress,17.34,0,1,93.26615504544232,29.34
901,2025-01-17,A1000,Illustrator,In Progress,23.26,1,0,95.30675233507122,16.29
902,2025-01-15,A1011,Acrobat,Remote Support,19.45,0,0,91.28981642895072,24.75
903,2025-01-25,A1027,Illustrator,Shared Self-Help Article,21.56,0,0,92.22435617862438,23.85
904,2025-01-30,A1005,Photoshop,Shared Self-Help Article,27.81,0,1,90.1441055527762,23.72
905,2025-01-13,A1020,InDesign,In Progress,22.38,1,0,95.94307500559218,26.42
906,2025-01-20,A1024,Photoshop,Remote Support,21.65,0,1,96.2521316689787,23.66
907,2025-01-19,A1001,Photoshop,In Progress,14.62,0,0,93.49685910613564,49.6
908,2025-01-17,A1007,Premiere Pro,In Progress,25.15,1,0,99.78833163162979,33.06
909,2025-01-04,A1024,Illustrator,In Progress,24.65,0,0,97.36068069305556,38.12
910,2025-01-19,A1015,InDesign,Remote Support,32.24,1,0,94.0337391919419,35.46
911,2025-01-07,A1019,Acrobat,Shared Self-Help Article,19.88,1,1,97.82351269454244,36.81
912,2025-01-20,A1000,Acrobat,In Progress,22.52,0,1,95.89942552829588,49.3
913,2025-01-27,A1028,Illustrator,In Progress,22.67,0,1,94.00817202977365,39.85
914,2025-01-02,A1007,Photoshop,In Progress,29.31,0,0,96.48354557187692,17.08
915,2025-01-12,A1004,Acrobat,Shared Self-Help Article,20.94,0,0,93.4222295396305,30.79
916,2025-01-01,A1029,Premiere Pro,In Progress,22.82,0,0,92.56012010977345,26.98
917,2025-01-21,A1024,InDesign,Shared Self-Help Article,24.46,1,1,98.60838806151088,11.24
918,2025-01-11,A1012,Premiere Pro,Shared Self-Help Article,22.35,0,1,92.46073485077234,13.71
919,2025-01-19,A1002,Illustrator,Shared Self-Help Article,19.19,1,0,97.81730593964181,36.02
920,2025-01-02,A1017,InDesign,In Progress,22.39,1,1,90.8974724149645,24.18
921,2025-01-07,A1019,Premiere Pro,Remote Support,26.79,1,1,98.1915661156787,24.83
922,2025-01-05,A1002,InDesign,In Progress,16.29,0,1,94.29016042186937,49.08
923,2025-01-01,A1016,Photoshop,Remote Support,22.08,0,1,94.67322483306944,34.39
924,2025-01-01,A1024,Photoshop,Shared Self-Help Article,17.92,0,1,96.93686354840881,34.99
925,2025-01-03,A1005,Illustrator,In Progress,27.4,1,1,98.38980072969716,39.23
926,2025-01-31,A1019,Premiere Pro,In Progress,13.8,0,1,90.3096132932771,42.45
927,2025-01-08,A1024,Photoshop,In Progress,18.63,0,0,94.87614730977887,36.84
928,2025-01-27,A1006,Premiere Pro,In Progress,23.31,1,1,92.22489176440779,38.68
929,2025-01-16,A1029,InDesign,Shared Self-Help Article,29.25,0,0,94.27987517128423,25.4
930,2025-01-22,A1015,InDesign,Remote Support,21.09,1,1,92.024211531935,42.08
931,2025-01-13,A1020,Illustrator,In Progress,18.64,1,0,90.20808082767697,43.56
932,2025-01-26,A1021,Acrobat,Shared Self-Help Article,30.83,0,0,91.50156758275989,30.71
933,2025-01-18,A1020,Photoshop,In Progress,14.18,1,0,95.98623698797272,47.25
934,2025-01-15,A1005,Photoshop,Shared Self-Help Article,10.43,1,1,99.57790704337626,32.26
935,2025-01-27,A1025,Premiere Pro,Shared Self-Help Article,23.62,1,1,93.33671420130432,22.54
936,2025-01-22,A1015,Acrobat,In Progress,18.91,1,1,90.4438308236986,19.09
937,2025-01-30,A1029,Photoshop,In Progress,16.31,1,1,95.02487102284162,21.17
938,2025-01-16,A1006,Photoshop,Remote Support,24.96,1,1,98.61658253921829,29.66
939,2025-01-24,A1000,Acrobat,Remote Support,22.64,1,1,96.71516482268423,40.54
940,2025-01-24,A1016,Premiere Pro,Remote Support,18.6,0,0,98.65940534649627,19.61
941,2025-01-12,A1003,Photoshop,Remote Support,15.02,0,0,94.02567754935599,20.36
942,2025-01-20,A1013,InDesign,In Progress,25.78,0,1,93.85444283093723,18.12
943,2025-01-02,A1023,Acrobat,In Progress,24.67,0,1,92.91441685022481,27.17
944,2025-01-03,A1022,InDesign,In Progress,20.92,1,1,99.1903130450585,27.83
945,2025-01-31,A1023,Photoshop,Shared Self-Help Article,30.65,0,0,98.20105991603809,48.17
946,2025-01-29,A1011,Acrobat,Remote Support,16.07,1,0,90.96600071949895,35.06
947,2025-01-01,A1007,Illustrator,Remote Support,13.79,1,0,90.6428308844696,41.05
948,2025-01-25,A1021,Photoshop,Shared Self-Help Article,17.96,0,0,90.06587387914497,17.85
949,2025-01-17,A1011,Acrobat,In Progress,21.19,0,0,95.22326188788594,25.73
950,2025-01-01,A1000,InDesign,Remote Support,22.64,1,0,97.28974547605088,29.7
951,2025-01-11,A1014,InDesign,Shared Self-Help Article,20.21,1,1,92.17572801738581,34.87
952,2025-01-17,A1007,InDesign,Shared Self-Help Article,23.18,1,0,97.55020152411103,43.44
953,2025-01-05,A1006,Illustrator,Shared Self-Help Article,15.16,1,1,97.17363732474942,27.66
954,2025-01-26,A1005,Photoshop,Remote Support,28.64,0,0,94.89815133519994,39.58
955,2025-01-07,A1000,Photoshop,Shared Self-Help Article,21.01,1,1,92.8046503009385,36.0
956,2025-01-21,A1027,Photoshop,Remote Support,27.01,0,1,91.03325814047491,32.8
957,2025-01-02,A1023,InDesign,Remote Support,23.13,1,1,99.91324670001323,24.3
958,2025-01-18,A1010,Illustrator,Remote Support,23.7,0,0,99.32269953656879,21.16
959,2025-01-20,A1003,Photoshop,Shared Self-Help Article,24.27,0,0,94.97474446035092,16.35
960,2025-01-21,A1020,Premiere Pro,In Progress,23.66,1,1,91.41355447745838,34.86
961,2025-01-13,A1011,Illustrator,Shared Self-Help Article,24.63,1,0,91.74734669265447,15.2
962,2025-01-30,A1025,Premiere Pro,In Progress,28.07,0,1,94.53896288286617,28.32
963,2025-01-10,A1023,Premiere Pro,Remote Support,22.4,0,0,93.87316371754436,35.78
964,2025-01-18,A1029,InDesign,Remote Support,24.97,0,1,97.73204866407558,10.29
965,2025-01-18,A1025,Photoshop,Remote Support,20.97,1,0,98.31943375981973,13.83
966,2025-01-23,A1026,Photoshop,Shared Self-Help Article,28.62,0,1,97.44103729004468,43.77
967,2025-01-05,A1015,Photoshop,In Progress,18.04,1,0,91.57446294914617,37.36
968,2025-01-31,A1011,Acrobat,Remote Support,30.42,0,1,90.96630766591971,36.89
969,2025-01-19,A1015,Premiere Pro,Remote Support,21.22,1,0,92.01770541608089,16.03
970,2025-01-13,A1027,InDesign,Shared Self-Help Article,14.27,0,1,90.86929423375092,47.47
971,2025-01-11,A1026,Photoshop,In Progress,22.06,0,1,94.68054799812535,17.51
972,2025-01-04,A1008,Acrobat,Shared Self-Help Article,18.01,1,1,92.59652084985456,11.56
973,2025-01-18,A1010,Photoshop,In Progress,25.62,0,0,93.01059606219081,24.75
974,2025-01-22,A1001,Premiere Pro,Shared Self-Help Article,18.16,0,1,98.62431551821321,41.67
975,2025-01-07,A1000,Acrobat,Remote Support,19.19,1,1,99.9844322087282,28.79
976,2025-01-20,A1016,InDesign,Remote Support,11.97,1,1,92.74164329000685,44.31
977,2025-01-19,A1009,Photoshop,Shared Self-Help Article,19.16,0,1,90.87827857297515,12.95
978,2025-01-12,A1014,Acrobat,In Progress,9.3,0,0,91.0313847437501,16.53
979,2025-01-07,A1023,Premiere Pro,Remote Support,13.5,1,0,94.60804879318644,37.02
980,2025-01-08,A1021,Premiere Pro,Shared Self-Help Article,25.22,0,1,92.57889281500869,17.58
981,2025-01-21,A1014,Photoshop,In Progress,25.35,0,1,94.12551324341447,40.01
982,2025-01-18,A1021,InDesign,Remote Support,23.55,0,0,96.13612275719004,32.11
983,2025-01-27,A1018,Acrobat,In Progress,16.59,0,0,91.08878004247534,24.01
984,2025-01-15,A1021,Photoshop,In Progress,21.18,1,0,93.98319584573446,35.8
985,2025-01-18,A1027,Illustrator,Remote Support,21.4,1,1,96.47000025283558,37.19
986,2025-01-07,A1026,Photoshop,Shared Self-Help Article,15.63,1,1,90.45788858561552,32.23
987,2025-01-16,A1013,Acrobat,Shared Self-Help Article,28.94,0,1,95.1998325386065,43.28
988,2025-01-06,A1010,Photoshop,In Progress,25.81,0,1,93.5118821950247,25.88
989,2025-01-03,A1019,InDesign,Remote Support,20.32,1,0,92.27754398699716,31.47
990,2025-01-22,A1026,Photoshop,Remote Support,21.55,0,0,95.48932950199355,18.13
991,2025-01-02,A1007,Premiere Pro,Shared Self-Help Article,22.46,1,1,90.74207406770189,15.01
992,2025-01-08,A1005,Illustrator,In Progress,11.21,0,1,99.88880856972776,22.07
993,2025-01-28,A1017,Premiere Pro,Remote Support,20.18,0,1,93.79497037899314,12.16
994,2025-01-01,A1004,Premiere Pro,Shared Self-Help Article,18.01,1,0,93.71329208824842,30.22
995,2025-01-12,A1008,InDesign,In Progress,16.41,1,1,90.95506768160394,36.25
996,2025-01-14,A1016,Premiere Pro,Shared Self-Help Article,20.01,0,0,99.13206161909,28.98
997,2025-01-08,A1018,InDesign,Shared Self-Help Article,30.41,0,0,98.18776267173071,27.42
998,2025-01-19,A1027,Acrobat,Shared Self-Help Article,24.62,0,0,96.4938816887061,39.24
999,2025-01-20,A1026,Photoshop,Shared Self-Help Article,18.56,0,1,95.98919154356972,14.93
1000,2025-01-31,A1020,Premiere Pro,In Progress,24.28,0,1,91.53656552065225,37.8
1001,2025-01-22,A1017,Illustrator,Shared Self-Help Article,28.42,0,0,97.97821327356363,31.24
1002,2025-01-11,A1008,Illustrator,Remote Support,26.04,1,0,90.55642656563587,14.81
1003,2025-01-27,A1023,InDesign,Shared Self-Help Article,21.72,1,1,98.91282364342678,28.87
1004,2025-01-20,A1004,Acrobat,In Progress,18.19,0,1,91.7687944585963,13.45
1005,2025-01-06,A1016,Illustrator,Shared Self-Help Article,24.91,1,0,94.96117111569754,42.34
1006,2025-01-09,A1005,Photoshop,Shared Self-Help Article,23.39,0,1,93.51184299610644,36.22
1007,2025-01-29,A1013,InDesign,Remote Support,25.9,1,0,97.9150152617685,18.79
1008,2025-01-16,A1001,Photoshop,In Progress,24.6,1,1,93.18546611105228,17.99
1009,2025-01-13,A1004,Premiere Pro,Remote Support,26.67,0,0,97.79633787010803,15.03
1010,2025-01-19,A1016,InDesign,In Progress,18.74,0,0,96.23663931102473,42.42
1011,2025-01-10,A1020,Acrobat,Remote Support,28.01,0,0,95.4586153157039,33.92
1012,2025-01-11,A1004,Illustrator,Shared Self-Help Article,22.41,0,0,90.89559329818542,44.53
1013,2025-01-18,A1001,Premiere Pro,Shared Self-Help Article,31.8,0,1,93.0963651415295,36.8
1014,2025-01-19,A1016,Photoshop,In Progress,17.97,0,0,92.87297572495235,17.42
1015,2025-01-19,A1001,Acrobat,Shared Self-Help Article,30.1,1,1,90.4437936921152,17.55
1016,2025-01-02,A1005,Acrobat,Remote Support,22.41,0,0,94.34144408361347,12.44
1017,2025-01-06,A1013,Photoshop,Remote Support,18.16,1,1,92.85999331797443,16.57
1018,2025-01-18,A1020,Premiere Pro,Shared Self-Help Article,19.0,1,1,96.96224913851454,45.52
1019,2025-01-15,A1018,InDesign,Shared Self-Help Article,19.82,0,1,92.43031193085419,23.7
1020,2025-01-02,A1021,Acrobat,Remote Support,23.54,0,0,92.04613316331871,17.35
1021,2025-01-01,A1016,Acrobat,Remote Support,24.03,1,0,99.9670741527409,26.58
1022,2025-01-16,A1001,Premiere Pro,Shared Self-Help Article,18.55,1,0,91.88563793220065,22.31
1023,2025-01-16,A1025,Premiere Pro,In Progress,21.3,1,0,96.89347763236961,36.28
1024,2025-01-10,A1019,Illustrator,Shared Self-Help Article,32.13,0,1,93.317758896106,35.78
1025,2025-01-13,A1029,Acrobat,Remote Support,30.06,1,0,96.7717064140912,29.86
1026,2025-01-26,A1012,Premiere Pro,In Progress,23.6,0,1,93.11952837693089,32.34
1027,2025-01-28,A1012,Illustrator,Shared Self-Help Article,21.61,0,0,90.87093247491258,27.45
1028,2025-01-23,A1023,Premiere Pro,Remote Support,22.02,1,1,90.23356645734222,43.65
1029,2025-01-09,A1026,Illustrator,In Progress,24.49,1,1,93.76458749036813,27.61
1030,2025-01-12,A1007,Premiere Pro,Shared Self-Help Article,16.31,0,1,93.42980875674795,19.17
1031,2025-01-24,A1020,Illustrator,Shared Self-Help Article,20.13,1,0,94.54799214024615,10.25
1032,2025-01-29,A1011,Illustrator,In Progress,13.08,1,0,97.77213230118917,31.95
1033,2025-01-26,A1018,Photoshop,Shared Self-Help Article,23.42,1,0,94.610611242592,41.73
1034,2025-01-13,A1007,Photoshop,Remote Support,24.66,0,0,92.63212852247608,20.19
1035,2025-01-10,A1006,Illustrator,In Progress,19.0,0,1,92.54956354827422,42.19
1036,2025-01-15,A1008,Acrobat,Remote Support,29.29,1,1,91.34652247054424,43.15
1037,2025-01-23,A1012,InDesign,Remote Support,15.29,0,1,93.63365732682402,38.01
1038,2025-01-20,A1024,InDesign,In Progress,14.1,0,0,92.57163484735224,49.55
1039,2025-01-29,A1002,Premiere Pro,Remote Support,22.54,0,1,90.43710534779035,21.23
1040,2025-01-27,A1028,Premiere Pro,Shared Self-Help Article,26.66,1,0,96.3804291089461,19.39
1041,2025-01-06,A1021,Acrobat,Remote Support,29.84,0,0,99.97058151088254,32.86
1042,2025-01-19,A1003,Illustrator,Remote Support,19.13,1,1,99.15154254052638,19.01
1043,2025-01-13,A1003,Photoshop,Remote Support,26.81,0,1,96.60123748779033,34.08
1044,2025-01-18,A1015,Acrobat,Remote Support,21.23,1,0,97.69971795678805,45.33
1045,2025-01-25,A1019,InDesign,Shared Self-Help Article,20.56,1,0,93.96431640436678,16.49
1046,2025-01-05,A1019,Photoshop,Remote Support,25.84,0,1,91.5329300691076,38.53
1047,2025-01-13,A1018,Acrobat,In Progress,24.68,0,0,92.40838210655649,14.03
1048,2025-01-15,A1029,Photoshop,Remote Support,13.54,0,0,96.16605181197714,48.91
1049,2025-01-22,A1015,InDesign,Shared Self-Help Article,28.8,1,1,90.56183030608145,15.29
1050,2025-01-24,A1014,InDesign,Shared Self-Help Article,28.32,1,0,92.37486540406552,46.04
1051,2025-01-30,A1008,Photoshop,Shared Self-Help Article,18.29,0,0,96.6973965330373,45.71
1052,2025-01-18,A1022,Illustrator,Remote Support,23.4,1,1,97.7846499496129,43.72
1053,2025-01-13,A1000,InDesign,Shared Self-Help Article,23.89,0,1,90.00817997631461,12.67
1054,2025-01-09,A1027,Premiere Pro,Remote Support,22.72,1,0,98.26860484440621,43.6
1055,2025-01-04,A1024,Premiere Pro,Shared Self-Help Article,18.67,0,1,93.36117921710768,47.2
1056,2025-01-28,A1009,InDesign,Remote Support,18.06,1,0,98.82794473336673,21.9
1057,2025-01-01,A1007,Illustrator,Remote Support,21.29,1,1,92.69728281056992,45.83
1058,2025-01-02,A1009,Premiere Pro,Remote Support,27.28,0,1,91.68279275524003,16.44
1059,2025-01-11,A1004,Illustrator,Remote Support,24.14,0,1,91.19990975539139,32.68
1060,2025-01-17,A1018,Premiere Pro,Remote Support,19.57,0,1,90.75100504814809,11.19
1061,2025-01-21,A1020,Premiere Pro,In Progress,25.28,0,1,99.6576261457602,34.15
1062,2025-01-11,A1018,Premiere Pro,In Progress,7.18,1,1,94.44179453049532,38.11
1063,2025-01-14,A1010,Illustrator,Shared Self-Help Article,27.16,0,1,94.12661152038767,28.97
1064,2025-01-18,A1019,InDesign,Remote Support,12.72,1,0,94.88431527406021,22.99
1065,2025-01-07,A1028,Acrobat,In Progress,19.61,0,0,96.17747895349386,31.9
1066,2025-01-18,A1001,InDesign,Remote Support,15.82,0,0,90.01753747895236,42.59
1067,2025-01-06,A1019,Premiere Pro,Shared Self-Help Article,14.95,1,0,94.55214006563989,43.76
1068,2025-01-28,A1018,Acrobat,In Progress,27.22,1,1,95.80843842818437,41.97
1069,2025-01-15,A1024,Premiere Pro,In Progress,19.08,0,0,93.01532714441439,27.12
1070,2025-01-09,A1011,InDesign,In Progress,23.15,0,1,97.2944495336404,28.7
1071,2025-01-23,A1018,Premiere Pro,Remote Support,21.19,1,0,99.2329702538031,28.63
1072,2025-01-18,A1023,InDesign,In Progress,23.81,1,0,98.78597184860624,29.89
1073,2025-01-12,A1014,Premiere Pro,Shared Self-Help Article,21.8,1,1,98.2024982017776,27.06
1074,2025-01-14,A1001,Photoshop,Remote Support,15.01,1,0,96.69996844739252,39.0
1075,2025-01-14,A1006,Premiere Pro,Shared Self-Help Article,26.4,0,0,98.64323542253435,32.26
1076,2025-01-29,A1022,Illustrator,Shared Self-Help Article,18.95,1,0,99.60788572036299,35.84
1077,2025-01-04,A1006,Acrobat,Remote Support,13.64,1,1,94.87644185184476,42.29
1078,2025-01-25,A1008,Photoshop,In Progress,19.28,0,0,94.30021033834127,25.49
1079,2025-01-28,A1016,Acrobat,Remote Support,28.92,0,1,91.67601910391043,26.21
1080,2025-01-01,A1021,Photoshop,Shared Self-Help Article,25.67,0,0,95.5083378193854,25.29
1081,2025-01-05,A1009,InDesign,In Progress,19.68,1,1,98.97355908939714,11.95
1082,2025-01-12,A1008,Photoshop,Remote Support,19.67,0,0,94.92455349003752,22.47
1083,2025-01-24,A1000,Acrobat,Shared Self-Help Article,19.81,1,0,98.18158995647215,49.32
1084,2025-01-21,A1006,Premiere Pro,In Progress,31.8,1,1,90.77522765121832,45.73
1085,2025-01-19,A1007,Photoshop,In Progress,23.33,1,0,99.9087057087116,13.58
1086,2025-01-09,A1014,Premiere Pro,In Progress,23.57,0,1,95.79843439464275,45.42
1087,2025-01-18,A1004,Premiere Pro,Shared Self-Help Article,26.57,1,1,93.49827395851551,48.93
1088,2025-01-24,A1004,InDesign,Shared Self-Help Article,22.61,0,1,93.22777090080892,34.36
1089,2025-01-04,A1008,Acrobat,Shared Self-Help Article,20.12,1,1,99.90918502005641,12.03
1090,2025-01-09,A1007,Illustrator,In Progress,20.44,0,0,92.14191526959563,30.11
1091,2025-01-24,A1019,Premiere Pro,Shared Self-Help Article,21.06,0,0,90.77694584725172,37.58
1092,2025-01-10,A1017,InDesign,Shared Self-Help Article,21.23,1,0,94.13464902438302,16.39
1093,2025-01-01,A1022,Acrobat,In Progress,25.06,1,0,99.99921151636521,23.3
1094,2025-01-12,A1006,Illustrator,Remote Support,21.68,0,1,98.51649647803467,35.19
1095,2025-01-15,A1028,Illustrator,Remote Support,25.08,0,1,94.23589368342179,49.7
1096,2025-01-22,A1017,Premiere Pro,In Progress,21.02,1,1,95.18058808950931,10.89
1097,2025-01-17,A1005,InDesign,Shared Self-Help Article,21.81,1,1,92.83336355673522,18.69
1098,2025-01-22,A1004,InDesign,In Progress,11.43,0,0,99.58494896887751,17.69
1099,2025-01-29,A1012,Premiere Pro,Remote Support,26.0,1,1,96.16774271936958,49.33
1100,2025-01-28,A1016,Acrobat,In Progress,23.15,0,0,98.74045876709755,25.15
1101,2025-01-24,A1009,InDesign,Shared Self-Help Article,26.41,1,0,95.3323241450787,23.67
1102,2025-01-03,A1005,Premiere Pro,Shared Self-Help Article,6.94,0,1,92.33738037603666,38.09
1103,2025-01-21,A1001,Photoshop,Shared Self-Help Article,31.86,0,0,90.35631355054419,18.53
1104,2025-01-17,A1021,InDesign,In Progress,20.72,1,1,97.40677819840484,45.04
1105,2025-01-10,A1023,InDesign,Shared Self-Help Article,26.96,1,0,95.70197479943141,41.7
1106,2025-01-20,A1005,InDesign,Remote Support,16.22,0,0,95.7394933459806,35.41
1107,2025-01-05,A1000,Photoshop,In Progress,24.48,1,0,99.84254477654298,48.85
1108,2025-01-10,A1002,Premiere Pro,In Progress,16.15,1,0,92.1640016046188,48.79
1109,2025-01-30,A1011,Premiere Pro,In Progress,18.3,0,1,91.20066655024952,31.22
1110,2025-01-27,A1018,InDesign,Remote Support,30.99,0,1,98.01330686420626,10.12
1111,2025-01-19,A1026,InDesign,Remote Support,20.47,0,0,98.99127355523058,21.13
1112,2025-01-25,A1025,Illustrator,In Progress,22.51,0,0,94.81292945888788,36.56
1113,2025-01-20,A1016,Premiere Pro,In Progress,25.77,1,0,90.60051023891339,20.74
1114,2025-01-01,A1016,InDesign,Remote Support,23.9,1,1,94.41280315513859,45.08
1115,2025-01-09,A1022,Photoshop,Shared Self-Help Article,22.17,1,1,91.8675927871263,35.61
1116,2025-01-27,A1003,Photoshop,Shared Self-Help Article,23.24,1,1,92.84792693065621,42.51
1117,2025-01-16,A1006,Photoshop,In Progress,33.44,0,1,92.51437014019326,12.61
1118,2025-01-12,A1006,InDesign,Shared Self-Help Article,21.13,0,1,90.56134103465635,10.89
1119,2025-01-04,A1026,Photoshop,Remote Support,22.43,1,1,97.98322060757253,30.71
1120,2025-01-03,A1022,Acrobat,In Progress,26.67,0,1,93.99454112607293,14.73
1121,2025-01-10,A1020,InDesign,In Progress,26.95,1,0,94.22939882150034,44.91
1122,2025-01-15,A1022,Illustrator,In Progress,27.36,1,0,93.85269275871413,32.18
1123,2025-01-23,A1001,InDesign,Remote Support,24.61,0,0,95.68501589349417,42.42
1124,2025-01-04,A1014,Premiere Pro,Shared Self-Help Article,15.7,1,1,94.13903976722413,43.49
1125,2025-01-01,A1014,Premiere Pro,Remote Support,29.59,1,0,93.1218566935947,34.0
1126,2025-01-07,A1007,InDesign,In Progress,15.69,1,1,91.33899306358454,47.6
1127,2025-01-03,A1014,Photoshop,In Progress,22.93,0,0,91.78713197133654,42.63
1128,2025-01-02,A1014,InDesign,In Progress,17.65,1,0,94.32255506586283,41.05
1129,2025-01-19,A1020,Photoshop,Remote Support,21.1,1,1,94.26304186493422,37.6
1130,2025-01-19,A1003,Illustrator,Shared Self-Help Article,23.06,1,0,90.19948295423777,37.34
1131,2025-01-25,A1029,Photoshop,Remote Support,23.03,1,0,92.8113361669934,15.48
