Interaction_ID,Date,Issue_Type,Status,Channel,Rating,CSAT,DSAT
5318,2025-01-09,Download/Install,Pending_Agent,Chat,2,0,1
5319,2025-01-21,Provisioning Issue,Pending_Agent,Chat,1,0,1
5320,2025-01-03,Download/Install,Received,Chat,2,0,1
5321,2025-01-10,Download/Install,Pending_Agent,Phone,4,1,0
5322,2025-01-20,Activation Issue,OK,Phone,2,0,1
5323,2025-01-31,Download/Install,Pending_Customer,Chat,2,0,1
5324,2025-01-01,Download/Install,OK,Chat,5,1,0
5325,2025-01-15,Update,Received,Phone,5,1,0
5326,2025-01-13,Update,Received,Phone,3,0,0
5327,2025-01-08,Update,Pending_Agent,Phone,3,0,0
5328,2025-01-02,Provisioning Issue,Pending_Agent,Phone,4,1,0
5329,2025-01-09,How To,Received,Chat,3,0,0
5330,2025-01-25,Provisioning Issue,Received,Phone,4,1,0
5331,2025-01-27,Provisioning Issue,OK,Phone,1,0,1
5332,2025-01-12,How To,Pending_Customer,Chat,2,0,1
5333,2025-01-17,Provisioning Issue,Pending_Agent,Chat,4,1,0
5334,2025-01-05,Download/Install,Callback,Phone,4,1,0
5335,2025-01-02,Update,Pending_Customer,Chat,5,1,0
5336,2025-01-25,How To,OK,Chat,3,0,0
5337,2025-01-19,Activation Issue,Callback,Chat,5,1,0
5338,2025-01-10,How To,Pending_Customer,Phone,2,0,1
5339,2025-01-24,Activation Issue,Pending_Agent,Phone,5,1,0
5340,2025-01-17,Update,Callback,Phone,4,1,0
5341,2025-01-19,How To,Callback,Phone,4,1,0
5342,2025-01-14,Update,Received,Chat,5,1,0
5343,2025-01-19,Update,Callback,Phone,3,0,0
5344,2025-01-13,How To,OK,Phone,5,1,0
5345,2025-01-30,How To,OK,Phone,2,0,1
5346,2025-01-11,How To,Pending_Customer,Chat,5,1,0
5347,2025-01-17,Update,Pending_Customer,Chat,5,1,0
5348,2025-01-06,Provisioning Issue,Pending_Customer,Phone,3,0,0
5349,2025-01-04,Download/Install,Pending_Agent,Phone,1,0,1
5350,2025-01-17,Provisioning Issue,OK,Phone,1,0,1
5351,2025-01-11,Download/Install,OK,Phone,5,1,0
5352,2025-01-03,Download/Install,Callback,Chat,1,0,1
5353,2025-01-01,Activation Issue,Received,Chat,3,0,0
5354,2025-01-02,Update,Pending_Customer,Phone,5,1,0
5355,2025-01-24,Activation Issue,Pending_Agent,Phone,1,0,1
5356,2025-01-28,Provisioning Issue,OK,Phone,2,0,1
5357,2025-01-10,Activation Issue,Received,Phone,5,1,0
5358,2025-01-26,How To,Pending_Customer,Chat,2,0,1
5359,2025-01-29,How To,Pending_Customer,Phone,1,0,1
5360,2025-01-19,How To,OK,Chat,3,0,0
5361,2025-01-27,Update,Pending_Agent,Phone,2,0,1
5362,2025-01-10,Activation Issue,Pending_Agent,Phone,1,0,1
5363,2025-01-17,Download/Install,Callback,Chat,2,0,1
5364,2025-01-01,How To,Pending_Customer,Chat,4,1,0
5365,2025-01-20,Activation Issue,OK,Chat,5,1,0
5366,2025-01-29,How To,Pending_Customer,Phone,5,1,0
5367,2025-01-31,How To,Received,Chat,4,1,0
5368,2025-01-18,Download/Install,Received,Phone,4,1,0
5369,2025-01-22,Provisioning Issue,Callback,Phone,4,1,0
5370,2025-01-20,Update,Pending_Customer,Phone,5,1,0
5371,2025-01-14,How To,Pending_Agent,Chat,2,0,1
5372,2025-01-25,Provisioning Issue,Received,Chat,2,0,1
5373,2025-01-26,Provisioning Issue,Pending_Customer,Chat,1,0,1
5374,2025-01-23,Download/Install,Pending_Agent,Phone,1,0,1
5375,2025-01-22,Download/Install,Pending_Customer,Chat,4,1,0
5376,2025-01-04,Activation Issue,Received,Chat,4,1,0
5377,2025-01-16,Download/Install,Callback,Phone,4,1,0
5378,2025-01-12,Activation Issue,Callback,Chat,1,0,1
5379,2025-01-25,How To,Callback,Phone,2,0,1
5380,2025-01-23,Provisioning Issue,OK,Phone,5,1,0
5381,2025-01-07,How To,Pending_Customer,Phone,2,0,1
5382,2025-01-15,Activation Issue,Callback,Chat,2,0,1
5383,2025-01-26,Provisioning Issue,Pending_Agent,Chat,4,1,0
5384,2025-01-10,How To,OK,Phone,3,0,0
5385,2025-01-16,Update,Received,Chat,5,1,0
5386,2025-01-14,Download/Install,Callback,Chat,1,0,1
5387,2025-01-30,Activation Issue,Pending_Customer,Chat,3,0,0
5388,2025-01-03,How To,Received,Chat,1,0,1
5389,2025-01-30,How To,Pending_Agent,Phone,4,1,0
5390,2025-01-23,Download/Install,Callback,Chat,1,0,1
5391,2025-01-09,Provisioning Issue,Pending_Customer,Phone,3,0,0
5392,2025-01-02,How To,Received,Chat,5,1,0
5393,2025-01-01,Provisioning Issue,Pending_Agent,Phone,1,0,1
5394,2025-01-11,Update,Pending_Agent,Chat,5,1,0
5395,2025-01-13,Provisioning Issue,Callback,Phone,4,1,0
5396,2025-01-02,Update,Pending_Customer,Phone,1,0,1
5397,2025-01-10,Activation Issue,OK,Phone,1,0,1
5398,2025-01-23,Provisioning Issue,Pending_Agent,Chat,1,0,1
5399,2025-01-18,Provisioning Issue,Received,Phone,5,1,0
5400,2025-01-30,How To,Callback,Phone,1,0,1
5401,2025-01-26,How To,Received,Phone,5,1,0
5402,2025-01-13,Update,Callback,Phone,2,0,1
5403,2025-01-17,Provisioning Issue,OK,Chat,3,0,0
5404,2025-01-21,Activation Issue,Pending_Customer,Phone,2,0,1
5405,2025-01-13,Provisioning Issue,Callback,Chat,1,0,1
5406,2025-01-29,Update,Pending_Agent,Chat,5,1,0
5407,2025-01-07,Download/Install,Callback,Chat,4,1,0
5408,2025-01-05,Download/Install,Received,Phone,5,1,0
5409,2025-01-15,Provisioning Issue,Pending_Agent,Phone,5,1,0
5410,2025-01-30,How To,Received,Chat,4,1,0
5411,2025-01-02,How To,OK,Chat,1,0,1
5412,2025-01-20,Download/Install,Received,Phone,5,1,0
5413,2025-01-23,How To,Received,Chat,2,0,1
5414,2025-01-03,Activation Issue,Callback,Phone,4,1,0
5415,2025-01-13,Activation Issue,Received,Chat,5,1,0
5416,2025-01-09,How To,Pending_Agent,Phone,3,0,0
5417,2025-01-06,Update,Callback,Phone,1,0,1
5418,2025-01-04,How To,Pending_Customer,Phone,3,0,0
5419,2025-01-15,Download/Install,Callback,Phone,3,0,0
5420,2025-01-08,How To,Pending_Customer,Phone,4,1,0
5421,2025-01-16,Provisioning Issue,Pending_Agent,Chat,3,0,0
5422,2025-01-16,Activation Issue,OK,Phone,2,0,1
5423,2025-01-03,Update,Received,Chat,4,1,0
5424,2025-01-24,Activation Issue,OK,Chat,2,0,1
5425,2025-01-19,Provisioning Issue,Pending_Customer,Chat,4,1,0
5426,2025-01-14,Download/Install,Pending_Customer,Phone,2,0,1
5427,2025-01-11,How To,Pending_Customer,Phone,3,0,0
5428,2025-01-08,Activation Issue,Callback,Chat,1,0,1
5429,2025-01-24,How To,Pending_Agent,Phone,2,0,1
5430,2025-01-12,Update,OK,Chat,1,0,1
5431,2025-01-07,Update,OK,Chat,1,0,1
5432,2025-01-11,Activation Issue,Pending_Customer,Phone,1,0,1
5433,2025-01-13,Update,Callback,Chat,1,0,1
5434,2025-01-12,Activation Issue,Callback,Phone,4,1,0
5435,2025-01-09,Activation Issue,OK,Phone,1,0,1
5436,2025-01-28,Download/Install,OK,Phone,5,1,0
5437,2025-01-04,Download/Install,Received,Phone,1,0,1
5438,2025-01-05,Provisioning Issue,Callback,Phone,5,1,0
5439,2025-01-09,Provisioning Issue,Callback,Phone,4,1,0
5440,2025-01-25,Provisioning Issue,OK,Chat,5,1,0
5441,2025-01-12,Download/Install,Received,Phone,4,1,0
5442,2025-01-02,Activation Issue,OK,Chat,1,0,1
5443,2025-01-05,Update,Pending_Agent,Chat,3,0,0
5444,2025-01-22,Provisioning Issue,Pending_Agent,Chat,5,1,0
5445,2025-01-31,Download/Install,Received,Chat,3,0,0
5446,2025-01-24,How To,OK,Chat,3,0,0
5447,2025-01-30,Provisioning Issue,Callback,Phone,1,0,1
5448,2025-01-18,Activation Issue,OK,Phone,5,1,0
5449,2025-01-20,Update,Pending_Agent,Chat,5,1,0
5450,2025-01-07,Provisioning Issue,Pending_Agent,Chat,4,1,0
5451,2025-01-13,Download/Install,Callback,Chat,2,0,1
5452,2025-01-04,Update,OK,Chat,1,0,1
5453,2025-01-11,Update,Pending_Customer,Phone,2,0,1
5454,2025-01-26,Update,Received,Chat,2,0,1
5455,2025-01-10,How To,Pending_Customer,Phone,4,1,0
5456,2025-01-01,Provisioning Issue,Pending_Customer,Phone,4,1,0
5457,2025-01-29,Update,Received,Phone,2,0,1
5458,2025-01-12,Activation Issue,Pending_Agent,Chat,1,0,1
5459,2025-01-03,Provisioning Issue,Callback,Phone,1,0,1
5460,2025-01-15,Download/Install,Received,Chat,4,1,0
5461,2025-01-26,Activation Issue,Pending_Agent,Chat,1,0,1
5462,2025-01-12,How To,Pending_Customer,Phone,3,0,0
5463,2025-01-05,Download/Install,Pending_Agent,Chat,1,0,1
5464,2025-01-07,Download/Install,OK,Chat,3,0,0
5465,2025-01-15,How To,Pending_Agent,Phone,4,1,0
5466,2025-01-31,Provisioning Issue,Pending_Agent,Phone,1,0,1
5467,2025-01-22,Provisioning Issue,Pending_Customer,Phone,3,0,0
5468,2025-01-24,Update,Received,Phone,5,1,0
5469,2025-01-21,How To,OK,Chat,4,1,0
5470,2025-01-31,Provisioning Issue,Pending_Customer,Phone,4,1,0
5471,2025-01-11,Update,Received,Phone,2,0,1
5472,2025-01-29,Provisioning Issue,OK,Chat,3,0,0
5473,2025-01-21,How To,Pending_Customer,Chat,5,1,0
5474,2025-01-31,Activation Issue,Pending_Agent,Chat,1,0,1
5475,2025-01-25,Download/Install,Callback,Chat,4,1,0
5476,2025-01-26,Activation Issue,OK,Chat,2,0,1
5477,2025-01-28,Activation Issue,Received,Phone,2,0,1
5478,2025-01-01,How To,Pending_Agent,Chat,4,1,0
5479,2025-01-08,Download/Install,Callback,Phone,5,1,0
5480,2025-01-23,Update,Callback,Phone,2,0,1
5481,2025-01-19,Update,Pending_Agent,Chat,1,0,1
5482,2025-01-06,How To,Callback,Chat,2,0,1
5483,2025-01-25,Download/Install,Pending_Customer,Chat,4,1,0
5484,2025-01-20,How To,Callback,Chat,2,0,1
5485,2025-01-15,Update,Callback,Phone,2,0,1
5486,2025-01-24,How To,Pending_Agent,Phone,1,0,1
5487,2025-01-05,Download/Install,Callback,Phone,5,1,0
5488,2025-01-04,Provisioning Issue,Received,Phone,4,1,0
5489,2025-01-20,Download/Install,Callback,Phone,5,1,0
5490,2025-01-09,Provisioning Issue,Callback,Phone,3,0,0
5491,2025-01-16,Activation Issue,OK,Phone,5,1,0
5492,2025-01-01,Update,Pending_Agent,Chat,1,0,1
5493,2025-01-11,Provisioning Issue,Pending_Agent,Phone,4,1,0
5494,2025-01-02,Update,Pending_Agent,Chat,5,1,0
5495,2025-01-23,How To,OK,Phone,2,0,1
5496,2025-01-18,Download/Install,Received,Phone,1,0,1
5497,2025-01-23,Update,Pending_Agent,Phone,2,0,1
5498,2025-01-22,Download/Install,Callback,Chat,2,0,1
5499,2025-01-30,Download/Install,Pending_Customer,Chat,4,1,0
5500,2025-01-15,Download/Install,Callback,Phone,4,1,0
5501,2025-01-29,How To,Received,Chat,4,1,0
5502,2025-01-30,Provisioning Issue,Pending_Customer,Phone,4,1,0
5503,2025-01-01,Download/Install,OK,Chat,1,0,1
5504,2025-01-08,Update,Received,Chat,5,1,0
5505,2025-01-11,Download/Install,OK,Chat,2,0,1
5506,2025-01-21,Provisioning Issue,Received,Phone,4,1,0
5507,2025-01-26,Provisioning Issue,Received,Phone,4,1,0
5508,2025-01-09,Activation Issue,Pending_Customer,Chat,3,0,0
5509,2025-01-17,Download/Install,Pending_Customer,Chat,4,1,0
5510,2025-01-05,Provisioning Issue,OK,Phone,4,1,0
5511,2025-01-27,Download/Install,Received,Phone,2,0,1
5512,2025-01-23,Update,Callback,Chat,4,1,0
5513,2025-01-29,Provisioning Issue,Pending_Customer,Phone,3,0,0
5514,2025-01-19,Update,Pending_Agent,Chat,5,1,0
5515,2025-01-16,How To,Callback,Phone,5,1,0
5516,2025-01-30,Download/Install,OK,Chat,5,1,0
5517,2025-01-27,How To,Pending_Agent,Phone,3,0,0
5518,2025-01-20,How To,Pending_Customer,Phone,5,1,0
5519,2025-01-24,How To,Pending_Agent,Chat,1,0,1
5520,2025-01-28,Provisioning Issue,OK,Phone,2,0,1
5521,2025-01-27,Update,Pending_Customer,Chat,2,0,1
5522,2025-01-05,Download/Install,Callback,Chat,4,1,0
5523,2025-01-04,Download/Install,Received,Phone,5,1,0
5524,2025-01-19,How To,Received,Phone,3,0,0
5525,2025-01-20,Provisioning Issue,OK,Chat,2,0,1
5526,2025-01-09,Activation Issue,Received,Phone,2,0,1
5527,2025-01-22,Update,Pending_Customer,Phone,2,0,1
5528,2025-01-30,Download/Install,OK,Chat,4,1,0
5529,2025-01-10,Download/Install,Callback,Chat,4,1,0
5530,2025-01-23,Update,OK,Chat,1,0,1
5531,2025-01-28,How To,OK,Phone,2,0,1
5532,2025-01-07,Update,OK,Chat,1,0,1
5533,2025-01-11,How To,Pending_Agent,Phone,4,1,0
5534,2025-01-17,Activation Issue,Pending_Customer,Phone,2,0,1
5535,2025-01-23,Provisioning Issue,OK,Chat,4,1,0
5536,2025-01-10,Update,OK,Chat,4,1,0
5537,2025-01-01,Provisioning Issue,OK,Chat,4,1,0
5538,2025-01-20,Provisioning Issue,OK,Chat,2,0,1
5539,2025-01-29,How To,Callback,Phone,5,1,0
5540,2025-01-28,Update,Callback,Phone,4,1,0
5541,2025-01-26,Activation Issue,Received,Phone,5,1,0
5542,2025-01-29,Download/Install,Pending_Customer,Phone,4,1,0
5543,2025-01-13,Download/Install,Received,Phone,4,1,0
5544,2025-01-11,Provisioning Issue,Pending_Agent,Chat,5,1,0
5545,2025-01-14,Provisioning Issue,Pending_Agent,Chat,5,1,0
5546,2025-01-31,Update,Pending_Agent,Chat,3,0,0
5547,2025-01-29,Update,Pending_Agent,Phone,2,0,1
5548,2025-01-09,Update,Pending_Customer,Chat,1,0,1
5549,2025-01-01,Activation Issue,Pending_Customer,Chat,3,0,0
5550,2025-01-17,Update,OK,Phone,3,0,0
5551,2025-01-22,Activation Issue,Pending_Agent,Phone,4,1,0
5552,2025-01-13,Provisioning Issue,Pending_Agent,Chat,1,0,1
5553,2025-01-05,Download/Install,Pending_Agent,Chat,3,0,0
5554,2025-01-03,How To,OK,Chat,3,0,0
5555,2025-01-01,Download/Install,Callback,Phone,5,1,0
5556,2025-01-14,How To,Pending_Customer,Phone,5,1,0
5557,2025-01-25,Download/Install,Pending_Agent,Chat,1,0,1
5558,2025-01-24,Activation Issue,Pending_Customer,Phone,2,0,1
5559,2025-01-14,Download/Install,Received,Chat,3,0,0
5560,2025-01-05,Download/Install,OK,Chat,1,0,1
5561,2025-01-06,Activation Issue,Pending_Agent,Phone,5,1,0
5562,2025-01-20,How To,Callback,Phone,5,1,0
5563,2025-01-25,Provisioning Issue,Received,Phone,3,0,0
5564,2025-01-22,How To,Received,Chat,1,0,1
5565,2025-01-27,How To,Pending_Customer,Chat,5,1,0
5566,2025-01-29,Update,Callback,Chat,3,0,0
5567,2025-01-05,How To,Pending_Agent,Phone,2,0,1
5568,2025-01-12,Update,OK,Chat,5,1,0
5569,2025-01-01,Provisioning Issue,Pending_Agent,Phone,4,1,0
5570,2025-01-07,Provisioning Issue,Pending_Customer,Chat,3,0,0
5571,2025-01-17,Activation Issue,OK,Chat,4,1,0
5572,2025-01-21,Download/Install,OK,Chat,1,0,1
5573,2025-01-29,Provisioning Issue,OK,Phone,2,0,1
5574,2025-01-22,Update,Received,Phone,5,1,0
5575,2025-01-09,Provisioning Issue,Callback,Phone,2,0,1
5576,2025-01-03,Provisioning Issue,OK,Phone,3,0,0
5577,2025-01-17,Provisioning Issue,OK,Phone,4,1,0
5578,2025-01-07,Provisioning Issue,Callback,Phone,2,0,1
5579,2025-01-04,How To,Pending_Customer,Chat,4,1,0
5580,2025-01-10,How To,Pending_Customer,Chat,3,0,0
5581,2025-01-20,Provisioning Issue,Received,Chat,1,0,1
5582,2025-01-17,Update,Pending_Agent,Phone,2,0,1
5583,2025-01-01,How To,OK,Phone,5,1,0
5584,2025-01-11,How To,Pending_Customer,Chat,1,0,1
5585,2025-01-19,Update,Callback,Phone,2,0,1
5586,2025-01-06,Update,Received,Chat,5,1,0
5587,2025-01-13,How To,Pending_Agent,Phone,4,1,0
5588,2025-01-14,Update,Pending_Agent,Phone,1,0,1
5589,2025-01-28,Update,Callback,Phone,4,1,0
5590,2025-01-13,Download/Install,OK,Phone,1,0,1
5591,2025-01-12,Activation Issue,OK,Phone,4,1,0
5592,2025-01-18,How To,Callback,Chat,2,0,1
5593,2025-01-29,Update,Pending_Agent,Chat,5,1,0
5594,2025-01-10,Update,OK,Phone,4,1,0
5595,2025-01-30,Download/Install,Callback,Phone,4,1,0
5596,2025-01-24,Download/Install,Callback,Chat,1,0,1
5597,2025-01-15,How To,OK,Phone,2,0,1
5598,2025-01-29,Download/Install,Callback,Chat,5,1,0
5599,2025-01-02,Activation Issue,Pending_Customer,Chat,3,0,0
5600,2025-01-28,How To,Pending_Customer,Phone,5,1,0
5601,2025-01-09,Update,Pending_Customer,Chat,3,0,0
5602,2025-01-03,Update,Pending_Customer,Chat,3,0,0
5603,2025-01-11,Download/Install,OK,Phone,5,1,0
5604,2025-01-18,How To,Received,Chat,2,0,1
5605,2025-01-15,How To,Received,Chat,5,1,0
5606,2025-01-03,Provisioning Issue,Pending_Customer,Phone,5,1,0
5607,2025-01-19,Provisioning Issue,Pending_Agent,Chat,2,0,1
5608,2025-01-13,How To,Callback,Chat,5,1,0
5609,2025-01-17,Update,Pending_Customer,Phone,5,1,0
5610,2025-01-01,Download/Install,Received,Chat,4,1,0
5611,2025-01-03,Download/Install,Callback,Chat,1,0,1
5612,2025-01-06,Activation Issue,OK,Phone,3,0,0
5613,2025-01-24,Activation Issue,OK,Phone,2,0,1
5614,2025-01-30,How To,OK,Chat,1,0,1
5615,2025-01-17,Download/Install,Received,Chat,1,0,1
5616,2025-01-30,Update,Pending_Customer,Phone,1,0,1
5617,2025-01-02,Update,OK,Phone,2,0,1
5618,2025-01-16,Download/Install,OK,Phone,4,1,0
5619,2025-01-18,How To,Callback,Phone,3,0,0
5620,2025-01-29,How To,Pending_Customer,Chat,5,1,0
5621,2025-01-29,Update,Received,Phone,3,0,0
5622,2025-01-02,Update,Pending_Customer,Chat,4,1,0
5623,2025-01-17,How To,Pending_Customer,Phone,2,0,1
5624,2025-01-11,Provisioning Issue,Pending_Customer,Phone,4,1,0
5625,2025-01-15,Download/Install,Received,Phone,2,0,1
5626,2025-01-04,Provisioning Issue,Pending_Agent,Chat,1,0,1
5627,2025-01-22,Provisioning Issue,Pending_Customer,Phone,3,0,0
5628,2025-01-05,Activation Issue,OK,Chat,5,1,0
5629,2025-01-20,Download/Install,OK,Chat,3,0,0
5630,2025-01-09,Activation Issue,Pending_Agent,Chat,5,1,0
5631,2025-01-18,Download/Install,Received,Phone,3,0,0
5632,2025-01-03,Provisioning Issue,Pending_Customer,Phone,1,0,1
5633,2025-01-25,Download/Install,Callback,Chat,1,0,1
5634,2025-01-07,Update,OK,Chat,1,0,1
5635,2025-01-11,Update,OK,Phone,1,0,1
5636,2025-01-19,Update,Pending_Customer,Chat,5,1,0
5637,2025-01-02,Download/Install,Callback,Chat,3,0,0
5638,2025-01-12,Update,OK,Chat,3,0,0
5639,2025-01-14,Update,OK,Chat,1,0,1
5640,2025-01-30,Download/Install,Pending_Customer,Chat,3,0,0
5641,2025-01-27,Activation Issue,Received,Chat,2,0,1
5642,2025-01-31,Download/Install,OK,Chat,4,1,0
5643,2025-01-07,Update,OK,Phone,1,0,1
5644,2025-01-12,How To,Pending_Customer,Chat,4,1,0
5645,2025-01-23,Download/Install,OK,Phone,4,1,0
5646,2025-01-08,Activation Issue,OK,Chat,5,1,0
5647,2025-01-25,Download/Install,Received,Phone,5,1,0
5648,2025-01-27,Activation Issue,Pending_Agent,Chat,3,0,0
5649,2025-01-21,Download/Install,Callback,Phone,2,0,1
5650,2025-01-10,Activation Issue,Pending_Customer,Chat,1,0,1
5651,2025-01-18,Provisioning Issue,Pending_Agent,Phone,5,1,0
5652,2025-01-14,Update,Received,Chat,2,0,1
5653,2025-01-10,Provisioning Issue,Pending_Customer,Chat,3,0,0
5654,2025-01-13,Download/Install,Received,Chat,5,1,0
5655,2025-01-12,How To,Pending_Agent,Phone,4,1,0
5656,2025-01-09,How To,Received,Chat,1,0,1
5657,2025-01-15,Activation Issue,Pending_Agent,Phone,2,0,1
5658,2025-01-29,Download/Install,Received,Phone,4,1,0
5659,2025-01-19,How To,Received,Chat,1,0,1
5660,2025-01-08,Provisioning Issue,Pending_Agent,Chat,4,1,0
5661,2025-01-23,Activation Issue,OK,Chat,5,1,0
5662,2025-01-07,Update,Pending_Customer,Chat,1,0,1
5663,2025-01-24,Download/Install,OK,Phone,5,1,0
5664,2025-01-13,Provisioning Issue,Callback,Phone,1,0,1
5665,2025-01-26,Download/Install,Pending_Customer,Chat,1,0,1
5666,2025-01-19,How To,Pending_Customer,Phone,1,0,1
5667,2025-01-18,Download/Install,Pending_Customer,Chat,4,1,0
5668,2025-01-15,Activation Issue,OK,Chat,4,1,0
5669,2025-01-14,Update,Received,Phone,2,0,1
5670,2025-01-11,Update,Callback,Chat,2,0,1
5671,2025-01-26,Activation Issue,Callback,Phone,2,0,1
5672,2025-01-22,Download/Install,Pending_Agent,Phone,1,0,1
5673,2025-01-29,Download/Install,Pending_Customer,Chat,5,1,0
5674,2025-01-08,Update,Pending_Customer,Chat,5,1,0
5675,2025-01-24,Activation Issue,Received,Chat,4,1,0
5676,2025-01-20,Activation Issue,Pending_Agent,Phone,3,0,0
5677,2025-01-09,Update,Received,Chat,3,0,0
5678,2025-01-01,How To,Callback,Phone,2,0,1
5679,2025-01-25,Provisioning Issue,Received,Chat,3,0,0
5680,2025-01-28,Update,Pending_Agent,Chat,3,0,0
5681,2025-01-05,Update,Received,Phone,5,1,0
5682,2025-01-13,Download/Install,Pending_Customer,Phone,4,1,0
5683,2025-01-07,Activation Issue,OK,Chat,4,1,0
5684,2025-01-29,How To,Pending_Agent,Chat,5,1,0
5685,2025-01-25,Download/Install,Callback,Chat,4,1,0
5686,2025-01-13,Provisioning Issue,Received,Chat,5,1,0
5687,2025-01-02,Activation Issue,Callback,Chat,1,0,1
5688,2025-01-06,Provisioning Issue,Pending_Agent,Phone,2,0,1
5689,2025-01-27,Provisioning Issue,Pending_Agent,Chat,5,1,0
5690,2025-01-13,Update,Callback,Phone,5,1,0
5691,2025-01-30,How To,Callback,Phone,3,0,0
5692,2025-01-16,Download/Install,Callback,Phone,3,0,0
5693,2025-01-30,Provisioning Issue,Pending_Agent,Chat,1,0,1
5694,2025-01-12,Update,Pending_Agent,Phone,2,0,1
5695,2025-01-12,Activation Issue,Received,Chat,5,1,0
5696,2025-01-15,How To,OK,Chat,5,1,0
5697,2025-01-27,Provisioning Issue,Callback,Phone,2,0,1
5698,2025-01-28,Activation Issue,Pending_Agent,Phone,5,1,0
5699,2025-01-11,Provisioning Issue,Callback,Chat,4,1,0
5700,2025-01-21,Update,Pending_Customer,Phone,5,1,0
5701,2025-01-07,Activation Issue,OK,Chat,5,1,0
5702,2025-01-02,Activation Issue,Received,Chat,2,0,1
5703,2025-01-03,Provisioning Issue,Callback,Phone,3,0,0
5704,2025-01-03,Activation Issue,Pending_Agent,Phone,4,1,0
5705,2025-01-16,How To,Pending_Customer,Phone,1,0,1
5706,2025-01-31,Activation Issue,Pending_Customer,Phone,5,1,0
5707,2025-01-15,Activation Issue,Received,Chat,5,1,0
5708,2025-01-11,Update,Pending_Agent,Phone,3,0,0
5709,2025-01-25,Update,Received,Chat,5,1,0
5710,2025-01-21,Activation Issue,Callback,Chat,5,1,0
5711,2025-01-22,Download/Install,Callback,Phone,3,0,0
5712,2025-01-31,Provisioning Issue,Callback,Phone,1,0,1
5713,2025-01-13,Activation Issue,Received,Phone,2,0,1
5714,2025-01-02,Download/Install,OK,Chat,3,0,0
5715,2025-01-21,Provisioning Issue,Received,Chat,2,0,1
5716,2025-01-06,Provisioning Issue,Received,Phone,3,0,0
5717,2025-01-26,Download/Install,Received,Chat,4,1,0
5718,2025-01-16,Activation Issue,Received,Chat,1,0,1
5719,2025-01-09,Provisioning Issue,OK,Phone,1,0,1
5720,2025-01-04,Update,Pending_Customer,Phone,2,0,1
5721,2025-01-28,How To,Callback,Phone,2,0,1
5722,2025-01-28,Download/Install,Pending_Agent,Phone,1,0,1
5723,2025-01-11,Download/Install,OK,Phone,2,0,1
5724,2025-01-22,Download/Install,Received,Chat,4,1,0
5725,2025-01-05,Activation Issue,Received,Phone,1,0,1
5726,2025-01-04,Download/Install,Pending_Agent,Chat,2,0,1
5727,2025-01-08,How To,Received,Phone,2,0,1
5728,2025-01-21,Download/Install,Pending_Agent,Phone,5,1,0
5729,2025-01-13,Activation Issue,Callback,Phone,2,0,1
5730,2025-01-24,How To,Pending_Agent,Chat,4,1,0
5731,2025-01-22,Provisioning Issue,Pending_Agent,Phone,2,0,1
5732,2025-01-10,Download/Install,OK,Chat,3,0,0
5733,2025-01-25,Provisioning Issue,OK,Chat,4,1,0
5734,2025-01-26,Activation Issue,Callback,Chat,5,1,0
5735,2025-01-17,Update,Pending_Customer,Phone,3,0,0
5736,2025-01-06,Activation Issue,OK,Chat,2,0,1
5737,2025-01-14,Update,Pending_Customer,Phone,3,0,0
5738,2025-01-22,How To,OK,Chat,2,0,1
5739,2025-01-20,Update,Callback,Chat,4,1,0
5740,2025-01-27,Activation Issue,Pending_Agent,Phone,4,1,0
5741,2025-01-31,Update,Pending_Agent,Chat,5,1,0
5742,2025-01-28,Activation Issue,Pending_Agent,Chat,4,1,0
5743,2025-01-31,Download/Install,Pending_Agent,Phone,5,1,0
5744,2025-01-02,How To,Pending_Customer,Chat,3,0,0
5745,2025-01-04,Provisioning Issue,Pending_Customer,Chat,2,0,1
5746,2025-01-08,Update,OK,Chat,2,0,1
5747,2025-01-10,Update,Pending_Agent,Chat,4,1,0
5748,2025-01-24,Provisioning Issue,Callback,Chat,2,0,1
5749,2025-01-18,How To,Pending_Customer,Phone,5,1,0
5750,2025-01-18,Provisioning Issue,Callback,Phone,3,0,0
5751,2025-01-07,Update,Pending_Customer,Phone,3,0,0
5752,2025-01-04,Provisioning Issue,Pending_Customer,Phone,2,0,1
5753,2025-01-21,Update,Pending_Customer,Phone,5,1,0
5754,2025-01-30,Download/Install,Pending_Agent,Chat,2,0,1
5755,2025-01-31,Provisioning Issue,Pending_Customer,Chat,5,1,0
5756,2025-01-24,Update,Callback,Phone,4,1,0
5757,2025-01-26,Activation Issue,Pending_Customer,Phone,3,0,0
5758,2025-01-19,Update,OK,Phone,5,1,0
5759,2025-01-20,How To,Received,Chat,1,0,1
5760,2025-01-12,Download/Install,OK,Phone,1,0,1
5761,2025-01-13,How To,Callback,Chat,1,0,1
5762,2025-01-01,Download/Install,Received,Chat,2,0,1
5763,2025-01-16,Download/Install,Pending_Customer,Phone,4,1,0
5764,2025-01-23,Download/Install,Received,Phone,3,0,0
5765,2025-01-18,How To,Pending_Customer,Chat,5,1,0
5766,2025-01-29,Activation Issue,OK,Phone,4,1,0
5767,2025-01-24,Provisioning Issue,OK,Phone,1,0,1
5768,2025-01-05,Activation Issue,Pending_Agent,Chat,2,0,1
5769,2025-01-19,Provisioning Issue,Pending_Customer,Chat,2,0,1
5770,2025-01-11,Provisioning Issue,Callback,Phone,4,1,0
